TRIPID,HHID,PERSID,STARTSTOP,ENDSTOP,STARTIME,ORIGPLACE,ORIGPURP,ORIGSA1_2021,DESTPLACE,DESTPURP,DESTSA1_2021,MAINMODE,MODE1,MODE2,MODE3,MODE4,MODE5,MODE6,MODE7,MODE8,ARRTIME,DURATION,TRAVTIME,CUMDIST,OVERALL_PURPOSE
907271000002,90727,90727/1000,2,2,205,Shop or supermarket,Shopping,31802158224,My home,Go home,31802158210,Car driver,Car driver,,,,,,,,215,310,10,1.53,Shopping
907271000003,90727,90727/1000,3,3,525,My home,Go home,31802158210,Shop or supermarket,Shopping,31802158309,Car driver,Car driver,,,,,,,,545,30,20,8.37,Shopping
907271000004,90727,90727/1000,4,4,575,Shop or supermarket,Shopping,31802158309,My home,Go home,31802158210,Car driver,Car driver,,,,,,,,590,,15,7.8,Shopping
907311000001,90731,90731/1000,1,1,240,My home,At Home,31802148242,Primary or secondary school,Pick up or drop off a passenger,31802148422,Car driver,Car driver,,,,,,,,255,15,15,7.48,Pickup/Dropoff Someone
907311000002,90731,90731/1000,2,2,270,Primary or secondary school,Pick up or drop off a passenger,31802148422,Shop or supermarket,Shopping,31802146714,Car driver,Car driver,,,,,,,,285,30,15,5.61,Shopping
907311000003,90731,90731/1000,3,3,315,Shop or supermarket,Shopping,31802146714,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,330,30,15,7.31,Shopping
907311000004,90731,90731/1000,4,4,360,My home,Go home,31802148242,My workplace,Work (my workplace),31802148804,Car driver,Car driver,,,,,,,,390,135,30,15.73,Direct Work Commute
907311000005,90731,90731/1000,5,5,525,My workplace,Work (my workplace),31802148804,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,550,65,25,15.68,Direct Work Commute
907311000006,90731,90731/1000,6,6,615,My home,Go home,31802148242,Shop or supermarket,Shopping,31802147510,Car driver,Car driver,,,,,,,,625,10,10,6.37,Shopping
907311000007,90731,90731/1000,7,7,635,Shop or supermarket,Shopping,31802147510,Primary or secondary school,Pick up or drop off a passenger,31802148422,Car driver,Car driver,,,,,,,,641,34,6,2.9,Pickup/Dropoff Someone
907311000008,90731,90731/1000,8,8,675,Primary or secondary school,Pick up or drop off a passenger,31802148422,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,695,65,20,7.51,Pickup/Dropoff Someone
907311000009,90731,90731/1000,9,9,760,My home,Go home,31802148242,Other place (please specify),Recreation/leisure activity,31802148404,Car driver,Car driver,,,,,,,,775,80,15,6.4,Recreation
907311000010,90731,90731/1000,10,10,855,Other place (please specify),Recreation/leisure activity,31802148404,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,870,,15,6.65,Recreation
907311001001,90731,90731/1001,1,1,240,My home,At Home,31802148242,Primary or secondary school,Just accompanying someone,31802148422,Car passenger,Car passenger,,,,,,,,255,15,15,7.48,Accompany Someone
907311001002,90731,90731/1001,2,2,270,Primary or secondary school,Just accompanying someone,31802148422,Shop or supermarket,Shopping,31802146714,Car passenger,Car passenger,,,,,,,,285,30,15,5.61,Shopping
907311001003,90731,90731/1001,3,3,315,Shop or supermarket,Shopping,31802146714,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,330,285,15,7.31,Shopping
907311001004,90731,90731/1001,4,4,615,My home,Go home,31802148242,Shop or supermarket,Shopping,31802147510,Car passenger,Car passenger,,,,,,,,625,10,10,6.37,Shopping
907311001005,90731,90731/1001,5,5,635,Shop or supermarket,Shopping,31802147510,Primary or secondary school,Pick up or drop off a passenger,31802148422,Car passenger,Car passenger,,,,,,,,641,34,6,2.9,Pickup/Dropoff Someone
907311001006,90731,90731/1001,6,6,675,Primary or secondary school,Pick up or drop off a passenger,31802148422,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,695,,20,7.51,Pickup/Dropoff Someone
907311002001,90731,90731/1002,1,1,240,My home,At Home,31802148242,Primary or secondary school,Education,31802148422,Car passenger,Car passenger,,,,,,,,255,420,15,7.48,Education
907311002002,90731,90731/1002,2,2,675,Primary or secondary school,Education,31802148422,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,695,65,20,7.51,Education
907311002003,90731,90731/1002,3,3,760,My home,Go home,31802148242,Other place (please specify),Recreation/leisure activity,31802148404,Car passenger,Car passenger,,,,,,,,775,80,15,6.4,Recreation
907311002004,90731,90731/1002,4,4,855,Other place (please specify),Recreation/leisure activity,31802148404,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,870,,15,6.65,Recreation
907311003001,90731,90731/1003,1,1,240,My home,At Home,31802148242,Primary or secondary school,Education,31802148422,Car passenger,Car passenger,,,,,,,,255,420,15,7.48,Education
907311003002,90731,90731/1003,2,2,675,Primary or secondary school,Education,31802148422,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,695,,20,7.51,Education
907311004001,90731,90731/1004,1,1,240,My home,At Home,31802148242,Primary or secondary school,Just accompanying someone,31802148422,Car passenger,Car passenger,,,,,,,,255,420,15,7.48,Accompany Someone
907311004002,90731,90731/1004,2,2,675,Primary or secondary school,Just accompanying someone,31802148422,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,695,,20,7.51,Accompany Someone
907321000001,90732,90732/1000,1,1,540,Other work-related place,Work (other work reason),31802147417,My workplace,Work (my workplace),31802146705,Car passenger,Car passenger,,,,,,,,600,90,60,21.02,Work Related
907321000002,90732,90732/1000,2,2,690,My workplace,Work (my workplace),31802146705,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,705,,15,8.84,Direct Work Commute
907321001001,90732,90732/1001,1,1,300,My home,At Home,31802148242,Other place (please specify),Personal business,31802148221,Car driver,Car driver,,,,,,,,304,26,4,2.89,Personal Business
907321001002,90732,90732/1001,2,2,330,Other place (please specify),Personal business,31802148221,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,334,,4,2.84,Personal Business
907321003001,90732,90732/1003,1,1,300,My home,At Home,31802148242,Other place (please specify),Just accompanying someone,31802148221,Car passenger,Car passenger,,,,,,,,304,26,4,2.89,Accompany Someone
907321003002,90732,90732/1003,2,2,330,Other place (please specify),Just accompanying someone,31802148221,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,334,,4,2.84,Accompany Someone
907351000001,90735,90735/1000,1,1,180,My home,At Home,31802148242,Other work-related place,Work (other work reason),31802148416,Car driver,Car driver,,,,,,,,198,522,18,11.11,Work Related
907351000002,90735,90735/1000,2,2,720,Other work-related place,Work (other work reason),31802148416,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,740,,20,10.73,Work Related
907351001001,90735,90735/1001,1,1,300,My home,At Home,31802148242,My workplace,Work (my workplace),31802147413,Car driver,Car driver,,,,,,,,316,464,16,8.3,Direct Work Commute
907351001002,90735,90735/1001,2,2,780,My workplace,Work (my workplace),31802147413,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,795,,15,9.27,Direct Work Commute
907371003001,90737,90737/1003,1,1,270,My home,At Home,31802148242,Childcare or kindergarten,Pick up or drop off a passenger,31802148232,Car driver,Car driver,,,,,,,,275,5,5,3.18,Pickup/Dropoff Someone
907371003002,90737,90737/1003,2,2,280,Childcare or kindergarten,Pick up or drop off a passenger,31802148232,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,285,75,5,3.55,Pickup/Dropoff Someone
907371003003,90737,90737/1003,3,3,360,My home,Go home,31802148242,My workplace,Work (my workplace),31802147514,Car driver,Car driver,,,,,,,,380,385,20,8.55,Direct Work Commute
907371003004,90737,90737/1003,4,4,765,My workplace,Work (my workplace),31802147514,Childcare or kindergarten,Pick up or drop off a passenger,31802148232,Car driver,Car driver,,,,,,,,780,0,15,7.05,Pickup/Dropoff Someone
907371003005,90737,90737/1003,5,5,780,Childcare or kindergarten,Pick up or drop off a passenger,31802148232,Shop or supermarket,Pickup/deliver something (not work-related),31802148111,Car driver,Car driver,,,,,,,,785,5,5,2.44,Pickup/Deliver Something
907371003006,90737,90737/1003,6,6,790,Shop or supermarket,Pickup/deliver something (not work-related),31802148111,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,797,,7,4.4,Pickup/Deliver Something
907381000001,90738,90738/1000,1,1,240,My home,At Home,31802148242,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,255,525,15,8.53,Direct Work Commute
907381000002,90738,90738/1000,2,2,780,My workplace,Work (my workplace),31802147510,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,800,,20,9.04,Direct Work Commute
907381001001,90738,90738/1001,1,1,220,My home,At Home,31802148242,My workplace,Work (my workplace),31802147510,Car driver,Car driver,,,,,,,,235,575,15,6.98,Direct Work Commute
907381001002,90738,90738/1001,2,2,810,My workplace,Work (my workplace),31802147510,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,825,,15,7.28,Direct Work Commute
907401000001,90740,90740/1000,1,1,225,My home,At Home,31802148242,My workplace,Work (my workplace),31802148215,Car driver,Car driver,,,,,,,,235,535,10,3.68,Direct Work Commute
907401000002,90740,90740/1000,2,2,770,My workplace,Work (my workplace),31802148215,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,780,60,10,3.52,Direct Work Commute
907401000003,90740,90740/1000,3,3,840,My home,Go home,31802148242,Shop or supermarket,Shopping,31802148208,Car driver,Car driver,,,,,,,,850,25,10,4.87,Shopping
907401000004,90740,90740/1000,4,4,875,Shop or supermarket,Shopping,31802148208,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,885,,10,4.51,Shopping
907411000001,90741,90741/1000,1,1,165,My home,At Home,31802148242,My workplace,Work (my workplace),31802146811,Car driver,Car driver,,,,,,,,180,570,15,10.6,Direct Work Commute
907411000002,90741,90741/1000,2,2,750,My workplace,Work (my workplace),31802146811,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,765,,15,10.84,Direct Work Commute
907421000001,90742,90742/1000,1,1,195,My home,At Home,31802148242,Primary or secondary school,Pick up or drop off a passenger,31802148232,Taxi,Taxi,,,,,,,,201,1,6,3.33,Pickup/Dropoff Someone
907421000002,90742,90742/1000,2,2,202,Primary or secondary school,Pick up or drop off a passenger,31802148232,My workplace,Work (my workplace),31802147111,Taxi,Taxi,,,,,,,,215,570,13,5.74,Work Related
907421000003,90742,90742/1000,3,3,785,My workplace,Work (my workplace),31802147111,Shop or supermarket,Shopping,31802148246,Car passenger,Car passenger,,,,,,,,791,34,6,3.9,Shopping
907421000004,90742,90742/1000,4,4,825,Shop or supermarket,Shopping,31802148246,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,830,,5,2.91,Shopping
907421002001,90742,90742/1002,1,1,195,My home,At Home,31802148242,Primary or secondary school,Education,31802148232,Taxi,Taxi,,,,,,,,201,464,6,3.33,Education
907421002002,90742,90742/1002,2,2,665,Primary or secondary school,Education,31802148232,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,670,,5,3.37,Education
907431000001,90743,90743/1000,1,1,240,My home,At Home,31802148242,Primary or secondary school,Pick up or drop off a passenger,31802147024,Car driver,Car driver,,,,,,,,246,1,6,3.09,Pickup/Dropoff Someone
907431000002,90743,90743/1000,2,2,247,Primary or secondary school,Pick up or drop off a passenger,31802147024,My workplace,Work (my workplace),31802146705,Car driver,Car driver,,,,,,,,270,385,23,9.91,Work Related
907431000003,90743,90743/1000,3,3,655,My workplace,Work (my workplace),31802146705,Primary or secondary school,Pick up or drop off a passenger,31802147024,Car driver,Car driver,,,,,,,,670,5,15,9.9,Pickup/Dropoff Someone
907431000004,90743,90743/1000,4,4,675,Primary or secondary school,Pick up or drop off a passenger,31802147024,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,680,70,5,3.17,Pickup/Dropoff Someone
907431000005,90743,90743/1000,5,5,750,My home,Go home,31802148242,Other place (please specify),Recreation/leisure activity,31802149003,Car driver,Car driver,,,,,,,,780,45,30,13.85,Recreation
907431000006,90743,90743/1000,6,6,825,Other place (please specify),Recreation/leisure activity,31802149003,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,Car driver,Car driver,,,,,,,,835,50,10,1.7,Shopping
907431000007,90743,90743/1000,7,7,885,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,912,,27,13.17,Shopping
907431001001,90743,90743/1001,1,1,750,My home,At Home,31802148242,Other place (please specify),Just accompanying someone,31802149003,Car passenger,Car passenger,,,,,,,,780,45,30,13.85,Accompany Someone
907431001002,90743,90743/1001,2,2,825,Other place (please specify),Just accompanying someone,31802149003,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,Car passenger,Car passenger,,,,,,,,835,50,10,1.7,Shopping
907431001003,90743,90743/1001,3,3,885,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,912,,27,13.17,Shopping
907431002001,90743,90743/1002,1,1,240,My home,At Home,31802148242,Primary or secondary school,Education,31802147024,Car passenger,Car passenger,,,,,,,,246,429,6,3.09,Education
907431002002,90743,90743/1002,2,2,675,Primary or secondary school,Education,31802147024,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,680,70,5,3.17,Education
907431002003,90743,90743/1002,3,3,750,My home,Go home,31802148242,Other place (please specify),Recreation/leisure activity,31802149003,Car passenger,Car passenger,,,,,,,,780,45,30,13.85,Recreation
907431002004,90743,90743/1002,4,4,825,Other place (please specify),Recreation/leisure activity,31802149003,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,Car passenger,Car passenger,,,,,,,,835,50,10,1.7,Shopping
907431002005,90743,90743/1002,5,5,885,"Restaurant, caf̩, or food outlet",Eat/drink,31802149022,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,912,,27,13.17,Shopping
907431003001,90743,90743/1003,1,1,240,My home,At Home,31802148242,Primary or secondary school,Just accompanying someone,31802147024,Car passenger,Car passenger,,,,,,,,246,429,6,3.09,Accompany Someone
907431003002,90743,90743/1003,2,2,675,Primary or secondary school,Just accompanying someone,31802147024,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,680,70,5,3.17,Accompany Someone
907431003003,90743,90743/1003,3,3,750,My home,Go home,31802148242,Other place (please specify),Just accompanying someone,31802149003,Car passenger,Car passenger,,,,,,,,780,45,30,13.85,Accompany Someone
907431003004,90743,90743/1003,4,4,825,Other place (please specify),Just accompanying someone,31802149003,"Restaurant, caf̩, or food outlet",Just accompanying someone,31802149022,Car passenger,Car passenger,,,,,,,,835,50,10,1.7,Accompany Someone
907431003005,90743,90743/1003,5,5,885,"Restaurant, caf̩, or food outlet",Just accompanying someone,31802149022,My home,Go home,31802148242,Car passenger,Car passenger,,,,,,,,912,,27,13.17,Accompany Someone
907451000001,90745,90745/1000,1,1,165,My home,At Home,31802148242,Primary or secondary school,Pick up or drop off a passenger,31802148123,Car driver,Car driver,,,,,,,,170,0,5,3.69,Pickup/Dropoff Someone
907451000002,90745,90745/1000,2,2,170,Primary or secondary school,Pick up or drop off a passenger,31802148123,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,180,35,10,3.6,Pickup/Dropoff Someone
907451000003,90745,90745/1000,3,3,215,My home,Go home,31802148242,My campus,Education,31802147411,Car driver,Car driver,,,,,,,,230,385,15,9.54,Education
907451000004,90745,90745/1000,4,4,615,My campus,Education,31802147411,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,629,16,14,7.06,Shopping
907451000005,90745,90745/1000,5,5,645,Shop or supermarket,Shopping,31802148246,Primary or secondary school,Pick up or drop off a passenger,31802148123,Car driver,Car driver,,,,,,,,649,6,4,1.7,Pickup/Dropoff Someone
907451000006,90745,90745/1000,6,6,655,Primary or secondary school,Pick up or drop off a passenger,31802148123,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,670,,15,3.6,Pickup/Dropoff Someone
907451001001,90745,90745/1001,1,1,180,My home,At Home,31802148242,My workplace,Work (my workplace),31802146716,Car driver,Car driver,,,,,,,,200,550,20,8.17,Direct Work Commute
907451001002,90745,90745/1001,2,2,750,My workplace,Work (my workplace),31802146716,My home,Go home,31802148242,Car driver,Car driver,,,,,,,,770,,20,8.13,Direct Work Commute
